NUM_START,NUM_END,NUM_LENGTH,NUM_SPECIAL,NUM_CATEGORY,NUM_SUB_CATEGORY,NUM_ALLOCATEE_OR_ASSIGNEE,NUM_REMARK
"18222","18222","5","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","Hong Kong Police Force 香港警務處","Hotline for Government services 政府服務熱線"
"1823","1823","4","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","Digital Policy Office 數字政策辦公室","Hotline for Government services 政府服務熱線"
"18261","18263","5","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","** On Hold (previously assigned/allocated to Digital Policy Office) 保留 (之前指配/編配予數字政策辦公室)",""
"1828080","1828080","7","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","Customs and Excise Department 香港海關","Hotline for Government services 政府服務熱線"
"18281","18281","5","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","Tung Wah Group of Hospitals 東華三院","Community Service 公益服務"
"18282","18282","5","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","The Community Chest of Hong Kong 香港公益金","Community Service/Charity Hot Line 公益服務,慈善熱線"
"18288","18288","5","","Short Code (cat. 2)  短碼(第二類)","Helpdesk / Hotline  服務台 / 熱線","Caritas, Hong Kong Family Service 香港明愛家庭服務","Community Service 公益服務"
"1830","1830","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"1831","1831","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","HKBN Enterprise Solutions HK Limited 香港寬頻企業方案香港有限公司",""
"1832","1834","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"1835","1835","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","HGC Global Communications Limited 環球全域電訊有限公司",""
"1836","1836","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","PCCW-HKT Telephone Limited and Hong Kong Telecommunications (HKT) Limited",""
"1838","1838","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","HKBN Enterprise Solutions Limited 香港寬頻企業方案有限公司",""
"1839","1839","7","","Short Code (cat. 2)  短碼(第二類)","High traffic volume services 高通訊量服務","SmarTone Communications Limited",""
"18501","18501","5","","Short Code (cat. 3)  短碼(第三類)","Time/Temp Info, English 英語時間溫度資訊服務","** All Fixed and Mobile Operators 所有固定及移動網絡營辦商","Generally not passed across networks 號碼一般不跨網使用"
